Date,Close,Change,Max,Min
05/01/2024,"""165.57""","""0.93""","""192.66""","""83.49"""
05/02/2024,"""168.46""","""2.89""","""192.66""","""83.49"""
05/03/2024,"""168.99""","""0.53""","""192.66""","""83.49"""
05/06/2024,"""169.83""","""0.84""","""192.66""","""83.49"""
05/07/2024,"""172.98""","""3.15""","""192.66""","""83.49"""
05/08/2024,"""171.16""","""-1.82""","""192.66""","""83.49"""
05/09/2024,"""171.58""","""0.42""","""192.66""","""83.49"""
05/10/2024,"""170.29""","""-1.29""","""192.66""","""83.49"""
05/13/2024,"""170.90""","""0.61""","""192.66""","""83.49"""
05/14/2024,"""171.93""","""1.03""","""192.66""","""83.49"""
05/15/2024,"""173.88""","""1.95""","""192.66""","""83.49"""
05/16/2024,"""175.43""","""1.55""","""192.66""","""83.49"""
05/17/2024,"""177.29""","""1.86""","""192.66""","""83.49"""
05/20/2024,"""178.46""","""1.17""","""192.66""","""83.49"""
05/21/2024,"""179.54""","""1.08""","""192.66""","""83.49"""
05/22/2024,"""178.00""","""-1.54""","""192.66""","""83.49"""
05/23/2024,"""175.06""","""-2.94""","""192.66""","""83.49"""
05/24/2024,"""176.33""","""1.27""","""192.66""","""83.49"""
05/28/2024,"""178.02""","""1.69""","""192.66""","""83.49"""
05/29/2024,"""177.40""","""-0.62""","""192.66""","""83.49"""
05/30/2024,"""173.56""","""-3.84""","""192.66""","""83.49"""
05/31/2024,"""173.96""","""0.40""","""192.66""","""83.49"""
06/03/2024,"""174.42""","""0.46""","""192.66""","""83.49"""
06/04/2024,"""175.13""","""0.71""","""192.66""","""83.49"""
06/05/2024,"""177.07""","""1.94""","""192.66""","""83.49"""
06/06/2024,"""178.35""","""1.28""","""192.66""","""83.49"""
06/07/2024,"""175.95""","""-2.40""","""192.66""","""83.49"""
06/10/2024,"""176.63""","""0.68""","""192.66""","""83.49"""
06/11/2024,"""178.19""","""1.56""","""192.66""","""83.49"""
06/12/2024,"""179.56""","""1.37""","""192.66""","""83.49"""
06/13/2024,"""176.74""","""-2.82""","""192.66""","""83.49"""
06/14/2024,"""178.37""","""1.63""","""192.66""","""83.49"""
06/17/2024,"""178.78""","""0.41""","""192.66""","""83.49"""
